year,guild,bird.abundance,budburst,snowmelt,ice.melt,temp
2002,waterbird,42,-0.5743238324037756,-0.6756512493354633,6.448979591836734,-0.2923529411764706
2003,birdofprey,4,1.430939325490962,0.21720589352167963,5.448979591836734,-0.13235294117647065
2003,passerine,25,1.430939325490962,0.21720589352167963,5.448979591836734,-0.13235294117647065
2003,shorebird,5,1.430939325490962,0.21720589352167963,5.448979591836734,-0.13235294117647065
2003,waterbird,25,1.430939325490962,0.21720589352167963,5.448979591836734,-0.13235294117647065
2004,birdofprey,2,2.0113904533105136,1.55705551758183,-1.4081632653061231,0.18764705882352944
2004,passerine,39,2.0113904533105136,1.55705551758183,-1.4081632653061231,0.18764705882352944
2004,shorebird,11,2.0113904533105136,1.55705551758183,-1.4081632653061231,0.18764705882352944
2004,waterbird,64,2.0113904533105136,1.55705551758183,-1.4081632653061231,0.18764705882352944
2005,birdofprey,0,0.7185333104533689,-1.7588592693855876,5.448979591836734,-0.2723529411764707
2005,passerine,13,0.7185333104533689,-1.7588592693855876,5.448979591836734,-0.2723529411764707
2005,shorebird,9,0.7185333104533689,-1.7588592693855876,5.448979591836734,-0.2723529411764707
2005,waterbird,19,0.7185333104533689,-1.7588592693855876,5.448979591836734,-0.2723529411764707
2006,birdofprey,8,-0.43860954668948743,-0.8233956102377127,2.4489795918367343,0.04764705882352942
2006,passerine,15,-0.43860954668948743,-0.8233956102377127,2.4489795918367343,0.04764705882352942
2006,shorebird,7,-0.43860954668948743,-0.8233956102377127,2.4489795918367343,0.04764705882352942
2006,waterbird,75,-0.43860954668948743,-0.8233956102377127,2.4489795918367343,0.04764705882352942
2007,birdofprey,1,1.268533310453368,1.0695868459026363,-1.551020408163266,0.04764705882352942
2007,passerine,83,1.268533310453368,1.0695868459026363,-1.551020408163266,0.04764705882352942
2007,shorebird,30,1.268533310453368,1.0695868459026363,-1.551020408163266,0.04764705882352942
2007,waterbird,89,1.268533310453368,1.0695868459026363,-1.551020408163266,0.04764705882352942
2008,birdofprey,0,-0.6130993426078574,0.47585251006303303,-4.408163265306123,0.007647058823529384
2008,passerine,33,-0.6130993426078574,0.47585251006303303,-4.408163265306123,0.007647058823529384
2008,shorebird,5,-0.6130993426078574,0.47585251006303303,-4.408163265306123,0.007647058823529384
2008,waterbird,9,-0.6130993426078574,0.47585251006303303,-4.408163265306123,0.007647058823529384
2009,birdofprey,0,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.11235294117647054
2009,passerine,53,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.11235294117647054
2009,shorebird,16,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.11235294117647054
2009,waterbird,45,0.6971047390247966,-0.39469886838307794,1.448979591836734,-0.11235294117647054
2010,birdofprey,1,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.08764705882352945
2010,passerine,54,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.08764705882352945
2010,shorebird,16,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.08764705882352945
2010,waterbird,46,-0.3600381181180613,0.15530113161692125,-5.551020408163266,0.08764705882352945
2011,birdofprey,0,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,0.08764705882352945
2011,passerine,28,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,0.08764705882352945
2011,shorebird,9,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,0.08764705882352945
2011,waterbird,54,0.6113904533105118,-0.2661274398116526,-3.5510204081632657,0.08764705882352945
2012,birdofprey,0,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,0.3076470588235294
2012,passerine,57,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,0.3076470588235294
2012,shorebird,23,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,0.3076470588235294
2012,waterbird,58,-0.7499540845046145,-0.5582327029695477,-5.408163265306123,0.3076470588235294
2013,birdofprey,0,0.7328190247390823,0.3275233538391425,2.4489795918367343,0.10764705882352939
2013,passerine,35,0.7328190247390823,0.3275233538391425,2.4489795918367343,0.10764705882352939
2013,shorebird,31,0.7328190247390823,0.3275233538391425,2.4489795918367343,0.10764705882352939
2013,waterbird,30,0.7328190247390823,0.3275233538391425,2.4489795918367343,0.10764705882352939
2014,birdofprey,2,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,-0.09235294117647061
2014,passerine,37,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,-0.09235294117647061
2014,shorebird,17,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,-0.09235294117647061
2014,waterbird,66,-0.7314666895466319,-1.751841725525939,-3.5510204081632657,-0.09235294117647061
2015,birdofprey,0,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,-0.012352941176470544
2015,passerine,26,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,-0.012352941176470544
2015,shorebird,13,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,-0.012352941176470544
2015,waterbird,28,-3.2231960128549013,-1.4089845826687954,-2.5510204081632657,-0.012352941176470544
2016,birdofprey,0,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.06764705882352935
2016,passerine,26,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.06764705882352935
2016,shorebird,13,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.06764705882352935
2016,waterbird,58,-0.7344742083436253,-0.9566036302878403,-9.408163265306124,0.06764705882352935
2017,birdofprey,0,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04764705882352942
2017,passerine,24,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04764705882352942
2017,shorebird,11,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04764705882352942
2017,waterbird,51,-0.929962930148134,-0.5923179160021286,-5.551020408163266,0.04764705882352942
2018,birdofprey,0,1.7274618818819403,2.0553011316169187,1.448979591836734,-0.2723529411764707
2018,passerine,29,1.7274618818819403,2.0553011316169187,1.448979591836734,-0.2723529411764707
2018,shorebird,17,1.7274618818819403,2.0553011316169187,1.448979591836734,-0.2723529411764707
2018,waterbird,63,1.7274618818819403,2.0553011316169187,1.448979591836734,-0.2723529411764707
2019,birdofprey,0,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,-0.05235294117647058
2019,passerine,25,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,-0.05235294117647058
2019,shorebird,21,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,-0.05235294117647058
2019,waterbird,38,-3.7671809752609176,-0.5732702969545106,-0.5510204081632659,-0.05235294117647058
2020,birdofprey,0,NA,NA,4.591836734693877,-0.07235294117647069
2020,passerine,11,NA,NA,4.591836734693877,-0.07235294117647069
2020,shorebird,11,NA,NA,4.591836734693877,-0.07235294117647069
2020,waterbird,24,NA,NA,4.591836734693877,-0.07235294117647069
2021,birdofprey,0,NA,NA,4.448979591836734,0.08764705882352945
2021,passerine,31,NA,NA,4.448979591836734,0.08764705882352945
2021,shorebird,30,NA,NA,4.448979591836734,0.08764705882352945
2021,waterbird,40,NA,NA,4.448979591836734,0.08764705882352945
2022,birdofprey,0,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,0.027647058823529313
2022,passerine,27,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,0.027647058823529313
2022,shorebird,13,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,0.027647058823529313
2022,waterbird,58,-0.1528952609752017,-2.2256512493354625,0.44897959183673414,0.027647058823529313
2023,birdofprey,0,0.14710473902479748,0.055301131616918804,-3.5510204081632657,0.4676470588235295
2023,passerine,27,0.14710473902479748,0.055301131616918804,-3.5510204081632657,0.4676470588235295
2023,shorebird,22,0.14710473902479748,0.055301131616918804,-3.5510204081632657,0.4676470588235295
2023,waterbird,31,0.14710473902479748,0.055301131616918804,-3.5510204081632657,0.4676470588235295
2024,birdofprey,0,2.2899618818819403,4.117205893521681,-2.408163265306123,NA
2024,passerine,32,2.2899618818819403,4.117205893521681,-2.408163265306123,NA
2024,shorebird,20,2.2899618818819403,4.117205893521681,-2.408163265306123,NA
2024,waterbird,42,2.2899618818819403,4.117205893521681,-2.408163265306123,NA
