locationID,date,day_from_start,common_name,total_count,temp_binary,avg_temp,tomst_num,log_count
ARUQ0,2024-06-30,5,LeConte's Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-06-30,5,Mallard,1,low,3.8377411833284754,39,0
ARUQ0,2024-06-30,5,Red-throated Loon,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-06-30,5,Savannah Sparrow,509,low,3.8377411833284754,39,6.2324480165505225
ARUQ0,2024-06-30,5,Semipalmated Plover,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-06-30,5,Snow Bunting,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-06-30,5,White-winged Crossbill,1,low,3.8377411833284754,39,0
ARUQ0,2024-06-30,5,Willow Ptarmigan,1,low,3.8377411833284754,39,0
ARUQ0,2024-06-30,5,Yellow-bellied Flycatcher,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-06-30,5,Yellow-rumped Warbler,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-01,6,Alder Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-01,6,American Pipit,11,low,3.8377411833284754,39,2.3978952727983707
ARUQ0,2024-07-01,6,Common Redpoll,17,low,3.8377411833284754,39,2.833213344056216
ARUQ0,2024-07-01,6,Dunlin,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-01,6,Great Horned Owl,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-01,6,Greater White-fronted Goose,8,low,3.8377411833284754,39,2.0794415416798357
ARUQ0,2024-07-01,6,Lapland Longspur,48,low,3.8377411833284754,39,3.871201010907891
ARUQ0,2024-07-01,6,Least Sandpiper,17,low,3.8377411833284754,39,2.833213344056216
ARUQ0,2024-07-01,6,Merlin,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-01,6,Red-throated Loon,17,low,3.8377411833284754,39,2.833213344056216
ARUQ0,2024-07-01,6,Savannah Sparrow,153,low,3.8377411833284754,39,5.030437921392435
ARUQ0,2024-07-01,6,Semipalmated Plover,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-01,6,Stilt Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-01,6,White-winged Crossbill,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-02,7,American Pipit,66,low,3.8377411833284754,39,4.189654742026425
ARUQ0,2024-07-02,7,Black Scoter,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-02,7,Bohemian Waxwing,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-02,7,Common Eider,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-02,7,Common Redpoll,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-02,7,Dunlin,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-02,7,Greater White-fronted Goose,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-02,7,Lapland Longspur,48,low,3.8377411833284754,39,3.871201010907891
ARUQ0,2024-07-02,7,Least Sandpiper,12,low,3.8377411833284754,39,2.4849066497880004
ARUQ0,2024-07-02,7,Nelson's Sparrow,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-02,7,Red-throated Loon,12,low,3.8377411833284754,39,2.4849066497880004
ARUQ0,2024-07-02,7,Savannah Sparrow,147,low,3.8377411833284754,39,4.990432586778736
ARUQ0,2024-07-02,7,Say's Phoebe,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-02,7,Semipalmated Plover,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-02,7,Semipalmated Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-02,7,White-winged Crossbill,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-03,8,American Pipit,35,low,3.8377411833284754,39,3.5553480614894135
ARUQ0,2024-07-03,8,American Tree Sparrow,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-03,8,Baird's Sandpiper,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-03,8,Common Redpoll,24,low,3.8377411833284754,39,3.1780538303479458
ARUQ0,2024-07-03,8,Dunlin,8,low,3.8377411833284754,39,2.0794415416798357
ARUQ0,2024-07-03,8,Hoary Redpoll,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-03,8,Lapland Longspur,38,low,3.8377411833284754,39,3.6375861597263857
ARUQ0,2024-07-03,8,LeConte's Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-03,8,Least Sandpiper,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-03,8,Long-billed Dowitcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-03,8,Ruddy Turnstone,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-03,8,Savannah Sparrow,57,low,3.8377411833284754,39,4.04305126783455
ARUQ0,2024-07-03,8,Semipalmated Plover,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-03,8,Semipalmated Sandpiper,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-03,8,White-crowned Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-04,9,American Pipit,23,low,3.8377411833284754,39,3.1354942159291497
ARUQ0,2024-07-04,9,Baird's Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-04,9,Black-bellied Plover,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-04,9,Common Redpoll,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-04,9,Dunlin,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-04,9,Eastern Yellow Wagtail,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-04,9,Greater White-fronted Goose,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-07-04,9,Herring Gull,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-04,9,King Eider,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-04,9,Lapland Longspur,260,low,3.8377411833284754,39,5.560681631015528
ARUQ0,2024-07-04,9,Least Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-04,9,Least Sandpiper,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-04,9,Mallard,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-04,9,Nelson's Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-04,9,Red-necked Phalarope,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-04,9,Red-throated Loon,14,low,3.8377411833284754,39,2.6390573296152584
ARUQ0,2024-07-04,9,Sanderling,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-04,9,Savannah Sparrow,104,low,3.8377411833284754,39,4.6443908991413725
ARUQ0,2024-07-04,9,Western Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-05,10,American Pipit,46,low,3.8377411833284754,39,3.828641396489095
ARUQ0,2024-07-05,10,Baird's Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-05,10,Common Redpoll,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-05,10,Dunlin,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-05,10,Eastern Yellow Wagtail,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-05,10,King Eider,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-05,10,Lapland Longspur,13,low,3.8377411833284754,39,2.5649493574615367
ARUQ0,2024-07-05,10,LeConte's Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-05,10,Least Sandpiper,13,low,3.8377411833284754,39,2.5649493574615367
ARUQ0,2024-07-05,10,Mallard,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-05,10,Red-throated Loon,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-07-05,10,Rock Ptarmigan,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-05,10,Savannah Sparrow,59,low,3.8377411833284754,39,4.07753744390572
ARUQ0,2024-07-05,10,Semipalmated Plover,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-05,10,Tundra Swan,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-06,11,American Pipit,191,low,3.8377411833284754,39,5.25227342804663
ARUQ0,2024-07-06,11,Baird's Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-06,11,Common Eider,7,low,3.8377411833284754,39,1.9459101490553132
ARUQ0,2024-07-06,11,Common Redpoll,7,low,3.8377411833284754,39,1.9459101490553132
ARUQ0,2024-07-06,11,Dusky Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-06,11,Evening Grosbeak,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-06,11,King Eider,27,low,3.8377411833284754,39,3.295836866004329
ARUQ0,2024-07-06,11,Lapland Longspur,14,low,3.8377411833284754,39,2.6390573296152584
ARUQ0,2024-07-06,11,Least Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-06,11,Red-throated Loon,7,low,3.8377411833284754,39,1.9459101490553132
ARUQ0,2024-07-06,11,Savannah Sparrow,101,low,3.8377411833284754,39,4.61512051684126
ARUQ0,2024-07-06,11,Semipalmated Plover,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-06,11,Semipalmated Sandpiper,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-06,11,Snow Bunting,15,low,3.8377411833284754,39,2.70805020110221
ARUQ0,2024-07-06,11,Spotted Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-06,11,Stilt Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-07,12,American Pipit,118,low,3.8377411833284754,39,4.770684624465665
ARUQ0,2024-07-07,12,Common Redpoll,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-07,12,Green-winged Teal,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-07,12,Lapland Longspur,18,low,3.8377411833284754,39,2.8903717578961645
ARUQ0,2024-07-07,12,LeConte's Sparrow,6,low,3.8377411833284754,39,1.791759469228055
ARUQ0,2024-07-07,12,Least Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-07,12,Nelson's Sparrow,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-07,12,Savannah Sparrow,64,low,3.8377411833284754,39,4.1588830833596715
ARUQ0,2024-07-08,13,American Bittern,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-08,13,American Pipit,208,low,3.8377411833284754,39,5.337538079701318
ARUQ0,2024-07-08,13,American Tree Sparrow,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-08,13,Common Redpoll,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-07-08,13,Dunlin,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-08,13,Lapland Longspur,143,low,3.8377411833284754,39,4.962844630259907
ARUQ0,2024-07-08,13,LeConte's Sparrow,10,low,3.8377411833284754,39,2.302585092994046
ARUQ0,2024-07-08,13,Least Sandpiper,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-08,13,Nelson's Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-08,13,Red-throated Loon,71,low,3.8377411833284754,39,4.2626798770413155
ARUQ0,2024-07-08,13,Savannah Sparrow,54,low,3.8377411833284754,39,3.9889840465642745
ARUQ0,2024-07-08,13,Semipalmated Plover,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-08,13,Semipalmated Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-08,13,White-rumped Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-08,13,White-winged Crossbill,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-08,13,Winter Wren,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-08,13,Yellow-bellied Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-09,14,American Pipit,63,low,3.8377411833284754,39,4.143134726391533
ARUQ0,2024-07-09,14,Brant,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-09,14,Common Redpoll,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-09,14,Dunlin,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-09,14,Dusky Flycatcher,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-09,14,Evening Grosbeak,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-09,14,Lapland Longspur,90,low,3.8377411833284754,39,4.499809670330265
ARUQ0,2024-07-09,14,LeConte's Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-09,14,Least Sandpiper,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-09,14,Red-throated Loon,8,low,3.8377411833284754,39,2.0794415416798357
ARUQ0,2024-07-09,14,Savannah Sparrow,14,low,3.8377411833284754,39,2.6390573296152584
ARUQ0,2024-07-09,14,Semipalmated Plover,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-09,14,White-crowned Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-10,15,American Pipit,116,low,3.8377411833284754,39,4.7535901911063645
ARUQ0,2024-07-10,15,Baird's Sandpiper,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-10,15,Bohemian Waxwing,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-10,15,Common Redpoll,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-07-10,15,Dunlin,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-10,15,Eastern Kingbird,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-10,15,Eastern Yellow Wagtail,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-10,15,Evening Grosbeak,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-10,15,Hammond's Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-10,15,Lapland Longspur,259,low,3.8377411833284754,39,5.556828061699537
ARUQ0,2024-07-10,15,Least Sandpiper,12,low,3.8377411833284754,39,2.4849066497880004
ARUQ0,2024-07-10,15,Savannah Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-10,15,Whimbrel,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,American Pipit,25,low,3.8377411833284754,39,3.2188758248682006
ARUQ0,2024-07-11,16,Brant,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-11,16,Common Redpoll,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-11,16,Dunlin,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-11,16,Dusky Grouse,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,Eastern Yellow Wagtail,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,Evening Grosbeak,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,Lapland Longspur,94,low,3.8377411833284754,39,4.543294782270004
ARUQ0,2024-07-11,16,Least Sandpiper,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-07-11,16,Savannah Sparrow,15,low,3.8377411833284754,39,2.70805020110221
ARUQ0,2024-07-11,16,Semipalmated Plover,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,Snow Bunting,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-11,16,Townsend's Warbler,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,Whimbrel,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,White-crowned Sparrow,22,low,3.8377411833284754,39,3.091042453358316
ARUQ0,2024-07-11,16,Winter Wren,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-11,16,Yellow-bellied Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-12,17,American Pipit,65,low,3.8377411833284754,39,4.174387269895637
ARUQ0,2024-07-12,17,Broad-winged Hawk,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-12,17,Common Redpoll,33,low,3.8377411833284754,39,3.4965075614664802
ARUQ0,2024-07-12,17,Dusky Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-12,17,Lapland Longspur,163,low,3.8377411833284754,39,5.093750200806762
ARUQ0,2024-07-12,17,Orange-crowned Warbler,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-12,17,Pectoral Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-12,17,Sandhill Crane,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-12,17,Savannah Sparrow,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-12,17,Semipalmated Plover,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-12,17,Snow Bunting,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-12,17,Townsend's Warbler,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-12,17,White-crowned Sparrow,25,low,3.8377411833284754,39,3.2188758248682006
ARUQ0,2024-07-13,18,American Pipit,139,low,3.8377411833284754,39,4.9344739331306915
ARUQ0,2024-07-13,18,Baird's Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Brant,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Cackling Goose,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Common Raven,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Common Redpoll,43,low,3.8377411833284754,39,3.7612001156935624
ARUQ0,2024-07-13,18,Dunlin,17,low,3.8377411833284754,39,2.833213344056216
ARUQ0,2024-07-13,18,Dusky Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Evening Grosbeak,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Gadwall,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-13,18,Green-winged Teal,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Horned Lark,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,King Eider,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Lapland Longspur,51,low,3.8377411833284754,39,3.9318256327243257
ARUQ0,2024-07-13,18,Least Sandpiper,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-13,18,Mallard,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Red-throated Loon,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-13,18,Sandhill Crane,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-13,18,Savannah Sparrow,12,low,3.8377411833284754,39,2.4849066497880004
ARUQ0,2024-07-13,18,Semipalmated Plover,20,low,3.8377411833284754,39,2.995732273553991
ARUQ0,2024-07-13,18,White-crowned Sparrow,8,low,3.8377411833284754,39,2.0794415416798357
ARUQ0,2024-07-13,18,Willow Ptarmigan,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-13,18,Yellow-bellied Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-14,19,American Pipit,21,low,3.8377411833284754,39,3.044522437723423
ARUQ0,2024-07-14,19,Brant,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-14,19,Common Redpoll,15,low,3.8377411833284754,39,2.70805020110221
ARUQ0,2024-07-14,19,Dunlin,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-14,19,Evening Grosbeak,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-14,19,Herring Gull,4,low,3.8377411833284754,39,1.3862943611198906
ARUQ0,2024-07-14,19,Lapland Longspur,142,low,3.8377411833284754,39,4.955827057601261
ARUQ0,2024-07-14,19,Least Sandpiper,7,low,3.8377411833284754,39,1.9459101490553132
ARUQ0,2024-07-14,19,Mallard,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-14,19,Northern Pintail,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-14,19,Pectoral Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-14,19,Red-necked Phalarope,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-14,19,Red-throated Loon,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-14,19,Savannah Sparrow,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-14,19,Semipalmated Plover,23,low,3.8377411833284754,39,3.1354942159291497
ARUQ0,2024-07-14,19,Snow Bunting,15,low,3.8377411833284754,39,2.70805020110221
ARUQ0,2024-07-14,19,Whimbrel,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-07-14,19,White-winged Crossbill,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-14,19,Yellow-bellied Flycatcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-15,20,American Pipit,31,low,3.8377411833284754,39,3.4339872044851463
ARUQ0,2024-07-15,20,Brant,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-15,20,Common Redpoll,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-15,20,Dunlin,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-15,20,Lapland Longspur,25,low,3.8377411833284754,39,3.2188758248682006
ARUQ0,2024-07-15,20,LeConte's Sparrow,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-15,20,Mallard,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-15,20,Savannah Sparrow,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-15,20,Whimbrel,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-16,21,American Pipit,188,low,3.8377411833284754,39,5.236441962829949
ARUQ0,2024-07-16,21,Black-bellied Plover,3,low,3.8377411833284754,39,1.0986122886681098
ARUQ0,2024-07-16,21,Bohemian Waxwing,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-16,21,Common Redpoll,9,low,3.8377411833284754,39,2.1972245773362196
ARUQ0,2024-07-16,21,Dunlin,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-16,21,Horned Lark,2,low,3.8377411833284754,39,0.6931471805599453
ARUQ0,2024-07-16,21,Lapland Longspur,101,low,3.8377411833284754,39,4.61512051684126
ARUQ0,2024-07-16,21,LeConte's Sparrow,5,low,3.8377411833284754,39,1.6094379124341003
ARUQ0,2024-07-16,21,Long-billed Dowitcher,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-16,21,Pectoral Sandpiper,1,low,3.8377411833284754,39,0
ARUQ0,2024-07-16,21,Red-throated Loon,6,low,3.8377411833284754,39,1.791759469228055
ARUQ0,2024-07-16,21,Savannah Sparrow,8,low,3.8377411833284754,39,2.0794415416798357
